Name_old,BEZ,Name,ISO,Cumulative,Recovered,Dead,Cases,Population,Density,Date,Source,Quelle 2,Mortality,Lethality
Flensburg,Kreisfreie Stadt,Flensburg (Kreisfreie Stadt),01001,28,10,1,17,89504,312,"2020-04-06, 22:34","https://www.flensburg.de/Startseite/Aktuelle-Lagemeldungen.php?object=tx,2306.5&ModID=7&FID=2306.20404.1","https://www.flensburg.de/Startseite/Informationen-zum-Coronavirus.php?object=tx,2306.5&ModID=7&FID=2306.20374.1",11,35
Kiel,Kreisfreie Stadt,Kiel (Kreisfreie Stadt),01002,164,44,2,118,247548,662,"2020-04-06, 22:34",https://www.kiel.de/de/gesundheit_soziales/gesundheit_vorsorgen_heilen/infektionsschutz/coronavirus.php,https://www.kiel.de/de/gesundheit_soziales/gesundheit_vorsorgen_heilen/infektionsschutz/coronavirus.php,8,12
Lübeck,Kreisfreie Stadt,Lübeck (Kreisfreie Stadt),01003,103,0,1,102,217198,474,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,,4,9
Neumünster,Kreisfreie Stadt,Neumünster (Kreisfreie Stadt),01004,34,0,0,34,79487,427,"2020-04-06, 22:34",https://www.neumuenster.de/aktuelle-meldungen/meldung/31-bestaetigte-coronavirus-faelle/,https://www.neumuenster.de/fileadmin/neumuenster.de/media/buergerservice/Berufsfeuerwehr/katastrophenschutz/was_tun_im_kat-fall/PM7Coronavirusbestaetigt.pdf,0,0
Dithmarschen,Kreis,Dithmarschen (Kreis),01051,37,13,1,23,133210,277,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,https://www.dithmarschen.de/Neues-erfahren/Coronavirus,7,27
Herzogtum Lauenburg,Kreis,Herzogtum Lauenburg (Kreis),01053,155,0,2,153,197264,785,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,https://schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,10,12
Nordfriesland,Kreis,Nordfriesland (Kreis),01054,49,17,1,31,165507,296,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,"https://www.nordfriesland.de/Quicknavigation/Start/Corona-Wie-die-kommunale-Familie-Krisenarbeit-leistet.php?object=tx,2271.1&ModID=7&FID=2271.10695.1&NavID=2271.37&xn=1",6,20
Ostholstein,Kreis,Ostholstein (Kreis),01055,52,0,0,52,200581,259,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,0,0
Pinneberg,Kreis,Pinneberg (Kreis),01056,339,1,3,335,314391,1078,"2020-04-06, 22:34",https://www.abendblatt.de/region/pinneberg/article228853919/Zahl-der-Corona-Faelle-im-Kreis-steigt-auf-339.html,https://www.kreis-pinneberg.de/Coronavirus.html,9,8
Plön,Kreis,Plön (Kreis),01057,75,0,2,73,128647,582,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,15,26
Rendsburg-Eckernförde,Kreis,Rendsburg-Eckernförde (Kreis),01058,166,0,6,160,272775,608,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,21,36
Schleswig-Flensburg,Kreis,Schleswig-Flensburg (Kreis),01059,95,18,0,77,200025,474,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,"https://www.schleswig-flensburg.de/Quickmenu/Start/Corona-Verdacht-Verhaltenshinweise-des-Gesundheitsamtes.php?object=tx,2120.1&ModID=7&FID=2475.1432.1&kat=146.143&NavID=2120.7",0,0
Segeberg,Kreis,Segeberg (Kreis),01060,143,62,0,81,276032,518,"2020-04-06, 22:34",https://www.kn-online.de/Lokales/Segeberg/Covid-19-Nur-zwei-neue-Corona-Faelle-in-Segeberg-Stand-5.4,https://www.segeberg.de/coronavirus,0,0
Steinburg,Kreis,Steinburg (Kreis),01061,53,27,1,25,131347,403,"2020-04-06, 22:34",https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,https://www.schleswig-holstein.de/DE/Landesregierung/I/Presse/_documents/Corona-Liste_Kreise.html,7,18
Stormarn,Kreis,Stormarn (Kreis),01062,199,51,2,146,243196,818,"2020-04-06, 22:34",https://www.kreis-stormarn.de/aktuelles/pressemeldungen/2020/zahl-der-bestaetigten-corona-faelle-in-stormarn.html,https://www.kreis-stormarn.de/aktuelles/pressemeldungen/2020/zahl-der-bestaetigten-corona-faelle-in-stormarn.html,8,10
Hamburg,Kreisfreie Stadt,Hamburg (Kreisfreie Stadt),02000,3088,1640,19,1429,1841179,1677,"2020-04-06, 22:34",https://www.hamburg.de/coronavirus/pressemeldungen/,https://www.hamburg.de/coronavirus/,10,6
Braunschweig,Kreisfreie Stadt,Braunschweig (Kreisfreie Stadt),03101,231,64,5,162,248292,930,"2020-04-06, 22:34",https://www.braunschweig.de/aktuell/aktuelle-informationen.php#Aktuelle_Zahlen,,20,21
Salzgitter,Kreisfreie Stadt,Salzgitter (Kreisfreie Stadt),03102,70,42,1,27,104948,666,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,,9,14
Wolfsburg,Kreisfreie Stadt,Wolfsburg (Kreisfreie Stadt),03103,221,0,30,191,124151,1780,"2020-04-06, 22:34",https://www.wolfsburg.de/newsroom/2020/02/26/13/41/coronavirus,https://www.wolfsburg.de/newsroom/2020/02/26/13/41/coronavirus,241,135
Gifhorn,Landkreis,Gifhorn (Landkreis),03151,99,0,0,99,175920,562,"2020-04-06, 22:34",https://www.gifhorn.de/start/nachricht-startseite/news/aktuelle-informationen-zum-coronavirus-10/,,0,0
Goslar,Landkreis,Goslar (Landkreis),03153,82,15,3,64,137014,598,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,21,36
Helmstedt,Landkreis,Helmstedt (Landkreis),03154,84,24,0,60,91307,919,"2020-04-06, 22:34",https://www.helmstedt.de/verwaltung/dienstleistungen/dienstleistung.php?id=692&menuid=662&refmenuid=1114&reftopmenu=782&topmenu=637,,0,0
Northeim,Landkreis,Northeim (Landkreis),03155,53,20,0,33,132765,399,"2020-04-06, 22:34",https://www.landkreis-northeim.de/portal/meldungen/entwicklung-des-infektionsgeschehens-03-04-2020--900001836-23900.html?rubrik=900000047,https://www.landkreis-northeim.de/,0,0
Peine,Landkreis,Peine (Landkreis),03157,110,36,4,70,133965,821,"2020-04-06, 22:34",https://www.landkreis-peine.de/Aktuelles-B%C3%BCrgerservice/Coronaviren,"https://www.landkreis-peine.de/Aktuelles-B%C3%BCrgerservice/Archiv-Pressemitteilungen/Infobox-Coronavirus.php?object=tx,2555.5&ModID=7&FID=2555.4794.1&NavID=2555.17.1",29,36
Wolfenbüttel,Landkreis,Wolfenbüttel (Landkreis),03158,76,4,0,72,119960,633,"2020-04-06, 22:34","https://www.lk-wolfenbuettel.de/Aktuelles/Presse/Informationen-des-Landkreises-zum-Corona-Virus.php?object=tx,3282.5.1&ModID=7&FID=3282.10903.1&NavID=175.225&La=1&kat=175.7%2C2697.106","https://www.lk-wolfenbuettel.de/Kurzmen%C3%BC/Startseite/Informationen-des-Gesundheitsamtes-zum-Corona-Virus.php?object=tx,3282.5&ModID=7&FID=3282.10903.1",0,0
Göttingen,Landkreis,Göttingen (Landkreis),03159,351,21,9,321,328074,1069,"2020-04-06, 22:34",https://www.goettinger-tageblatt.de/Die-Region/Duderstadt/Sieben-Menschen-in-Stadt-und-Landkreis-Goettingen-verstorben,https://www.landkreisgoettingen.de/pics/medien/1_1584689737/2020_03_19_PM_Corona_Gemeinden_2.pdf,27,25
Region Hannover,Landkreis,Region Hannover (Landkreis),03241,1165,366,14,785,1157624,1006,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,12,12
Diepholz,Landkreis,Diepholz (Landkreis),03251,222,87,6,129,216886,1023,"2020-04-06, 22:34",https://www.kreiszeitung.de/lokales/diepholz/syke-ort44535/corona-kreis-diepholz-neuer-todesfall-sulingen-isolierstation-kommt-zr-13605716.html,https://www.diepholz.de/portal/meldungen/strikte-umsetzung-der-erlassenen-massnahmen-erforderlich-900004977-21750.html?rubrik=900000022,27,27
Hameln-Pyrmont,Landkreis,Hameln-Pyrmont (Landkreis),03252,89,35,2,52,148559,599,"2020-04-06, 22:34","https://www.hameln-pyrmont.de/nicht-sichtbare/Corona/Zahlen-zu-den-Corona-F%C3%A4llen-im-Landkreis-Hameln-Pyrmont.php?object=tx,2561.5&ModID=7&FID=2561.13766.1&NavID=2749.159&La=1",,13,22
Hildesheim,Landkreis,Hildesheim (Landkreis),03254,197,139,1,57,276594,712,"2020-04-06, 22:34","https://www.landkreishildesheim.de/-Landkreis-Coronavirus-Aktuelle-Fallzahlen-f%C3%BCr-den-Landkreis-Hildesheim.php?object=tx,2829.5&ModID=7&mobile=off&FID=2829.3220.1","https://www.landkreishildesheim.de/-Landkreis-Aktuelle-Fallzahlen-zum-Coronavirus-im-Landkreis-Hildesheim.php?object=tx,2829.5&ModID=7&mobile=off&FID=2829.3140.1",3,5
Holzminden,Landkreis,Holzminden (Landkreis),03255,79,36,1,42,70975,1113,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,,14,12
Nienburg (Weser),Landkreis,Nienburg (Weser) (Landkreis),03256,52,18,0,34,121386,428,"2020-04-06, 22:34",https://www.lk-nienburg.de/portal/meldungen/corona-virus-buergertelefon-und-bestaetigte-infizierungen-901005852-21500.html?rubrik=901000027,https://www.lk-nienburg.de/portal/meldungen/corona-virus-buergertelefon-und-bestaetigte-infizierungen-901005852-21500.html?rubrik=901000027,0,0
Schaumburg,Landkreis,Schaumburg (Landkreis),03257,81,31,0,50,157781,513,"2020-04-06, 22:34",https://www.shg-aktuell.de/2020/04/05/corona-virus-diese-veranstaltungen-wurden-im-landkreis-schaumburg-abgesagt/,https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,0,0
Celle,Landkreis,Celle (Landkreis),03351,116,56,5,55,178936,648,"2020-04-06, 22:34",https://www.landkreis-celle.de/,https://www.cellesche-zeitung.de/Celle/Aus-der-Stadt/Celle-Stadt/Celle-wegen-Coronavirus-im-Krisenmodus-Restaurants-werden-geschlossen,27,43
Cuxhaven,Landkreis,Cuxhaven (Landkreis),03352,65,47,2,16,198213,327,"2020-04-06, 22:34","https://www.landkreis-cuxhaven.de/Corona/Aktuelle-Informationen-des-Landkreises-Cuxhaven-zum-Thema-Corona-Virus-.php?object=tx,2736.6&ModID=7&FID=3189.847.1&NavID=3189.26&La=1","https://www.landkreis-cuxhaven.de/Corona/Aktuelle-Informationen-des-Landkreises-Cuxhaven-zum-Thema-Corona-Virus-.php?object=tx,2736.6&ModID=7&FID=3189.752.1&NavID=3189.26.1&La=1",10,30
Harburg,Landkreis,Harburg (Landkreis),03353,291,100,2,189,252776,1151,"2020-04-06, 22:34",https://www.landkreis-harburg.de/corona,https://www.landkreis-harburg.de/corona,7,6
Lüchow-Dannenberg,Landkreis,Lüchow-Dannenberg (Landkreis),03354,13,7,0,6,48424,268,"2020-04-06, 22:34",https://www.luechow-dannenberg.de/home/familie-soziales-gesundheit/corona-virus.aspx,https://www.luechow-dannenberg.de/home/familie-soziales-gesundheit/corona-virus.aspx,0,0
Lüneburg,Landkreis,Lüneburg (Landkreis),03355,122,61,0,61,183372,665,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://twitter.com/lk_lueneburg/status/1240948616514191360?s=20,0,0
Osterholz,Landkreis,Osterholz (Landkreis),03356,60,28,0,32,113517,528,"2020-04-06, 22:34",https://www.landkreis-osterholz.de/portal/meldungen/aktuelle-informationen-zum-coronavirus-901005017-21000.html?rubrik=901000012,https://www.landkreis-osterholz.de/portal/meldungen/weitere-positive-coronatest-ergebnisse-im-landkreis-osterholz-901005093-21000.html?rubrik=901000054,0,0
Rotenburg (Wümme),Landkreis,Rotenburg (Wümme) (Landkreis),03357,73,26,1,46,163455,446,"2020-04-06, 22:34",https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html?rubrik=1007,https://www.lk-row.de/portal/seiten/coronavirus-sars-cov-2--900000145-23700.html,6,13
Heidekreis,Landkreis,Heidekreis (Landkreis),03358,44,12,1,31,139755,314,"2020-04-06, 22:34",https://www.heidekreis.de/home/gesundheit-soziales/gesundheit-veterinaerwesen/coronavirus.aspx,https://www.heidekreis.de/desktopdefault.aspx/tabid-248/378_read-6517/,7,22
Stade,Landkreis,Stade (Landkreis),03359,152,99,2,51,203102,748,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://www.landkreis-stade.de/portal/meldungen/coronavirus-aktuelle-lage-informationen-und-hinweise-des-gesundheitsamtes-landkreis-stade-901004416-20350.html?rubrik=901000006,9,13
Uelzen,Landkreis,Uelzen (Landkreis),03360,29,15,0,14,92572,313,"2020-04-06, 22:34",https://www.landkreis-uelzen.de/home/soziales-familie-und-gesundheit/gesundheit/corona-virus.aspx,https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,0,0
Verden,Landkreis,Verden (Landkreis),03361,100,42,1,57,136792,731,"2020-04-06, 22:34",https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034,https://www.landkreis-verden.de/portal/seiten/aktuelles-zum-coronavirus-geschehen-im-landkreis-verden-901001573-20600.html?rubrik=901000034,7,10
Delmenhorst,Kreisfreie Stadt,Delmenhorst (Kreisfreie Stadt),03401,26,11,1,14,77607,335,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://www.delmenhorst.de/aktuelles/coronavirus.php,12,38
Emden,Kreisfreie Stadt,Emden (Kreisfreie Stadt),03402,12,3,0,9,50195,239,"2020-04-06, 22:34",https://www.emden.de/rathaus/verwaltung/stabsstellen/vorstandsbuero/pressestelle/pressemitteilungen/504-ein-weiterer-bestaetigter-fall-1,https://www.emden.de/aktuell/2003-keine-weiteren-bestaetigten-faelle-in-emden,0,0
Oldenburg (Oldb),Kreisfreie Stadt,Oldenburg (Oldb) (Kreisfreie Stadt),03403,159,2,0,157,168210,945,"2020-04-06, 22:34",https://www.oldenburg.de/startseite/leben-umwelt/soziales/gesundheitsamt/corona/corona-aktuelle-lage-in-oldenburg.html,,0,0
Osnabrück,Kreisfreie Stadt,Osnabrück (Kreisfreie Stadt),03404,312,177,4,131,164748,1893,"2020-04-06, 22:34",https://geo.osnabrueck.de/portal/apps/webappviewer/index.html?id=e8c3913ddda04e0a897d8e07196b8583,https://www.landkreis-osnabrueck.de/veterinaer-gesundheit/infektionsschutz/covid-19,24,12
Wilhelmshaven,Kreisfreie Stadt,Wilhelmshaven (Kreisfreie Stadt),03405,10,6,0,4,76278,131,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://www.wilhelmshaven.de/Aktuelles/37209-Zwei-weitere-best%C3%A4tigte-Corona-F%C3%A4lle-in-Wilhelmshaven.html?pid=12899,0,0
Ammerland,Landkreis,Ammerland (Landkreis),03451,115,55,2,58,124071,926,"2020-04-06, 22:34",https://www.ammerland.de/Aktuelles/Topthemen/Coronavirus-INFOPORTAL,,16,17
Aurich,Landkreis,Aurich (Landkreis),03452,72,39,3,30,189848,379,"2020-04-06, 22:34",https://www.landkreis-aurich.de/soziales-gesundheit/gesundheit/aktuelle-informationen-zum-thema-corona.html,,15,41
Cloppenburg,Landkreis,Cloppenburg (Landkreis),03453,57,23,0,34,169348,336,"2020-04-06, 22:34",https://lkclp.de/aktuelles-presse/pressemitteilungen.php?aid=3379&back=true,https://lkclp.de/aktuelles-presse/pressemitteilungen.php?aid=3323&back=true,0,0
Emsland,Landkreis,Emsland (Landkreis),03454,201,72,3,126,325657,617,"2020-04-06, 22:34",https://www.emsland.de/buerger-behoerde/aktuell/coronavirus/fallzahlen-den-emslaendischen-kommunen.html,https://www.emsland.de/buerger-behoerde/aktuell/coronavirus/fallzahlen-den-emslaendischen-kommunen.html,9,14
Friesland,Landkreis,Friesland (Landkreis),03455,22,12,0,10,98460,223,"2020-04-06, 22:34",https://www.friesland.de/portal/seiten/neuartiges-coronavirus-in-deutschland-informationen-901001117-20800.html?rubrik=901000006,,0,0
Grafschaft Bentheim,Landkreis,Grafschaft Bentheim (Landkreis),03456,137,61,3,73,136511,1003,"2020-04-06, 22:34",https://www.grafschaft-bentheim.de/staticsite/staticsite2.php?menuid=1873&topmenu=1873,https://www.grafschaft-bentheim.de/magazin/artikel.php?artikel=6057&type=2&menuid=893&topmenu=893,21,21
Leer,Landkreis,Leer (Landkreis),03457,62,26,1,35,169809,365,"2020-04-06, 22:34",https://www.landkreis-leer.de/Leben-Lernen/Coronavirus,,5,16
Oldenburg,Landkreis,Oldenburg (Landkreis),03458,169,66,3,100,130144,1298,"2020-04-06, 22:34",https://www.oldenburg-kreis.de/portal/seiten/coronavirus-900000764-21700.html,https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,23,17
Osnabrück,Landkreis,Osnabrück (Landkreis),03459,512,188,10,314,357343,1432,"2020-04-06, 22:34",https://www.niedersachsen.de/Coronavirus/aktuelle_lage_in_niedersachsen/,https://www.landkreis-osnabrueck.de/veterinaer-gesundheit/infektionsschutz/covid-19,27,19
Vechta,Landkreis,Vechta (Landkreis),03460,230,65,5,160,141598,1624,"2020-04-06, 22:34",https://www.landkreis-vechta.de/soziales-und-gesundheit/corona-im-landkreis-vechta.html,https://www.landkreis-vechta.de/nc/service/aktuelles/pressemitteilungen/einzelansicht/news/insgesamt-33-menschen-im-landkreis-vechta-mit-covid-19-infiziert.html,35,21
Wesermarsch,Landkreis,Wesermarsch (Landkreis),03461,47,16,0,31,88624,530,"2020-04-06, 22:34",http://www.landkreis-wesermarsch.de/verwaltung-politik/fachdienste-im-ueberblick/gesundheit/aktuelles-coronoavirus.php,http://www.landkreis-wesermarsch.de/verwaltung-politik/fachdienste-im-ueberblick/gesundheit/aktuelles-coronoavirus.php,0,0
Wittmund,Landkreis,Wittmund (Landkreis),03462,16,6,0,10,56882,281,"2020-04-06, 22:34",http://corona.landkreis-wittmund.de/,,0,0
Bremen,Kreisfreie Stadt,Bremen (Kreisfreie Stadt),04011,368,149,9,210,569352,646,"2020-04-06, 22:34",https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.332989.de&asl=bremen02.c.732.de,https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.332278.de&asl=bremen02.c.732.de,15,24
Bremerhaven,Kreisfreie Stadt,Bremerhaven (Kreisfreie Stadt),04012,25,12,0,13,113634,220,"2020-04-06, 22:34",https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.332989.de&asl=bremen02.c.732.de,https://www.senatspressestelle.bremen.de/detail.php?gsid=bremen146.c.332278.de&asl=bremen02.c.732.de,0,0
Düsseldorf,Kreisfreie Stadt,Düsseldorf (Kreisfreie Stadt),05111,595,241,7,347,619294,960,"2020-04-06, 22:34",https://www.duesseldorf.de/?L=,https://www.duesseldorf.de/leben-in-duesseldorf/informationen-zum-coronavirus/207-bestaetigte-infektionen-mit-dem-coronavirus.html,11,11
Duisburg,Kreisfreie Stadt,Duisburg (Kreisfreie Stadt),05112,394,201,3,190,498590,790,"2020-04-06, 22:34",https://www.mags.nrw/coronavirus-fallzahlen-nrw,,6,7
Essen,Kreisfreie Stadt,Essen (Kreisfreie Stadt),05113,512,205,16,291,583109,878,"2020-04-06, 22:34",https://www.essen.de/meldungen/pressemeldung_1366879.de.html,,27,31
Krefeld,Kreisfreie Stadt,Krefeld (Kreisfreie Stadt),05114,269,95,1,173,227020,1184,"2020-04-06, 22:34",https://www.krefeld.de/de/inhalt/coronavirus/,https://www.krefeld.de/de/inhalt/coronavirus/,4,3
Mönchengladbach,Kreisfreie Stadt,Mönchengladbach (Kreisfreie Stadt),05116,294,128,5,161,261454,1124,"2020-04-06, 22:34",https://www.moenchengladbach.de/de/aktuell-aktiv/newsroom/news/covid-19-statusbericht-vom-5-april-2020-stand-14-uhr/,,19,17
Mülheim an der Ruhr,Kreisfreie Stadt,Mülheim an der Ruhr (Kreisfreie Stadt),05117,107,53,3,51,170880,626,"2020-04-06, 22:34",https://www1.muelheim-ruhr.de/corona-virus/fallzahlen,,17,28
Oberhausen,Kreisfreie Stadt,Oberhausen (Kreisfreie Stadt),05119,114,34,0,80,210829,540,"2020-04-06, 22:34",https://www.oberhausen.de/de/index/rathaus/verwaltung/umwelt-gesundheit-und-mobilitat/gesundheit/aktuelle_informationen/informationen_zum_coronavirus/aktuelle_meldungen.php,http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,0,0
Remscheid,Kreisfreie Stadt,Remscheid (Kreisfreie Stadt),05120,99,46,2,51,110994,891,"2020-04-06, 22:34",https://remscheid.de/pressearchiv/meldungen-2020/03-maerz/146380100000143530.php#chapter146380100000143530-1015_sp_main_iterate_1_0,,18,20
Solingen,Kreisfreie Stadt,Solingen (Kreisfreie Stadt),05122,144,60,1,83,159360,903,"2020-04-06, 22:34",https://www.solingen.de/de/inhalt/coronavirus/,,6,6
Wuppertal,Kreisfreie Stadt,Wuppertal (Kreisfreie Stadt),05124,354,85,8,261,354382,998,"2020-04-06, 22:34",http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,22,22
Kleve,Kreis,Kleve (Kreis),05154,304,118,5,181,310974,977,"2020-04-06, 22:34",https://www.kreis-kleve.de/de/fachbereich5/coronavirus/,,16,16
Mettmann,Kreis,Mettmann (Kreis),05158,585,250,14,321,485684,1204,"2020-04-06, 22:34","https://www.sonderlage-kreis-mettmann.de/Pressemitteilungen/Corona-Virus-13-Todesfall-351-Erkrankte-297-Verdachtsf%C3%A4lle.php?object=tx,2649.27.1&ModID=7&FID=2649.161.1&NavID=2649.2&La=1","https://www.sonderlage-kreis-mettmann.de/Startseite/Corona-Virus-154-Erkrankte-191-Verdachtsf%C3%A4lle.php?object=tx,2649.27&ModID=7&FID=2649.131.1",28,23
Rhein-Kreis Neuss,Kreis,Rhein-Kreis Neuss (Kreis),05162,475,280,6,189,451007,1053,"2020-04-06, 22:34",http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,https://www.rhein-kreis-neuss.de/de/verwaltung-politik/pressemeldungen/2020/193-aktuell-57-infektionen-mit-dem-coronavirus-im-rhein-kreis-neuss.html,13,12
Viersen,Kreis,Viersen (Kreis),05166,406,94,10,302,298935,1358,"2020-04-06, 22:34",https://www.kreis-viersen.de/,,33,24
Wesel,Kreis,Wesel (Kreis),05170,286,154,3,129,459809,621,"2020-04-06, 22:34",http://www.brd.nrw.de/bausteine/_TT/TT_Corona_Virus_Karte_F.html,https://www.kreis-wesel.de/de/presse/aktueller-stand-der-infektionsfaelle-mit-coronavirus-covid-19-im-kreis-wesel-9528856/,6,10
Bonn,Kreisfreie Stadt,Bonn (Kreisfreie Stadt),05314,395,103,3,289,327258,1206,"2020-04-06, 22:34",https://www.bonn.de/themen-entdecken/gesundheit-verbraucherschutz/coronavirus.php,https://www.bonn.de/themen-entdecken/gesundheit-verbraucherschutz/coronavirus.php,9,7
Köln,Kreisfreie Stadt,Köln (Kreisfreie Stadt),05315,1768,880,33,855,1085664,1628,"2020-04-06, 22:34",https://www.stadt-koeln.de/politik-und-verwaltung/presse/corona-virus-1768-bestaetigte-faelle-koeln,,30,18
Leverkusen,Kreisfreie Stadt,Leverkusen (Kreisfreie Stadt),05316,149,44,1,104,163838,909,"2020-04-06, 22:34",https://www.leverkusen.de/leben-in-lev/gesundheit/info-zu-corona-virus.php,https://www.leverkusen.de/leben-in-lev/gesundheit/info-zu-corona-virus.php#c0,6,6
Städteregion Aachen,Kreis,Städteregion Aachen (Kreis),05334,1272,595,35,642,555465,2289,"2020-04-06, 22:34",http://www.aachen.de/DE/stadt_buerger/notfall_informationen/corona/aktuelles/index.html,,63,27
Düren,Kreis,Düren (Kreis),05358,347,163,12,172,263722,1315,"2020-04-06, 22:34",https://www.kreis-dueren.de/aktuelles/presse/corona-aktuelles.php?pm=/aktuelles/presse/2020/05042020_Coronavirus__Drei_weitere_Todesfaelle_im_Kreis_Dueren.php,https://www.kreis-dueren.de/aktuelles/presse/corona-aktuelles.php?pm=/aktuelles/presse/2020/2020_03-03_Viel_positives_Feedback_auf_Appell_des_Landrates_.php,45,34
Rhein-Erft-Kreis,Kreis,Rhein-Erft-Kreis (Kreis),05362,555,178,15,362,470089,1180,"2020-04-06, 22:34",MAGS NRW - Ersetzen,,31,27
Euskirchen,Kreis,Euskirchen (Kreis),05366,213,81,2,130,192840,1104,"2020-04-06, 22:34",https://www.kreis-euskirchen.de/kreishaus/aktuell/neuste-meldung-I.php,,10,9
Heinsberg,Kreis,Heinsberg (Kreis),05370,1461,845,46,570,254322,5744,"2020-04-06, 22:34",https://www.mags.nrw/coronavirus-fallzahlen-nrw,,180,31
Oberbergischer Kreis,Kreis,Oberbergischer Kreis (Kreis),05374,314,127,6,181,272471,1152,"2020-04-06, 22:34",nichts neues,http://www.oberbergischer-kreis.de/cms200/aktuelles/pressemitteilungen/artikel/68940/index.shtml,22,19
Rheinisch-Bergischer Kreis,Kreis,Rheinisch-Bergischer Kreis (Kreis),05378,281,151,3,127,283455,991,"2020-04-06, 22:34",https://www.rbk-direkt.de/news/28907/corona-virus-281-bestaetigte-corona-faelle-im-rheinisch-bergischen-kreis,https://www.rbk-direkt.de/news/28855/corona-virus-95-bestaetigte-corona-faelle-im-rheinisch-bergischen-kreis,10,10
Rhein-Sieg-Kreis,Kreis,Rhein-Sieg-Kreis (Kreis),05382,789,212,10,567,599780,1315,"2020-04-06, 22:34",https://www.rhein-sieg-kreis.de/presseinformationen/2020/April/sachstand-corona_18677neu_18778_18832_18846_18906.php,https://www.rhein-sieg-kreis.de/presseinformationen/2020/Maerz/107_corona_sachstand_18591_18609_18626.php,16,12
Bottrop,Kreisfreie Stadt,Bottrop (Kreisfreie Stadt),05512,66,32,2,32,117383,562,"2020-04-06, 22:34",https://www.mags.nrw/coronavirus-fallzahlen-nrw,https://www.bottrop.de/soziales/gesundheit/infos-zum-coronavirus/index.php#Aktuelle_Lage_und_Informationen,17,30
Gelsenkirchen,Kreisfreie Stadt,Gelsenkirchen (Kreisfreie Stadt),05513,194,32,4,158,260654,744,"2020-04-06, 22:34",https://www.gelsenkirchen.de/de/Soziales/Gesundheit/Coronavirus/,https://www.gelsenkirchen.de/de/soziales/gesundheit/coronavirus/index.aspx,15,20
